model_name,accuracy,precision,recall,f1,train_time,inference_time,latency_ms
Naive Bayes,0.9265232974910396,0.8742138364779874,0.996415770609319,0.931323283082077,0.007556676864624,0.0011157989501953,0.0019996396956905
Logistic Regression,0.971326164874552,0.971326164874552,0.971326164874552,0.971326164874552,0.0452556610107421,0.0004341602325439,0.0007780649328744
Linear SVM,0.9874551971326164,0.9788732394366196,0.996415770609319,0.9875666074600356,0.0172061920166015,0.000457763671875,0.0008203650033602
LSTM,0.9551971326164874,0.9409722222222222,0.971326164874552,0.9559082892416224,401.1788113117218,1.4029181003570557,2.5141901440090604
BERT Transformer,0.982078853046595,0.9752650176678446,0.989247311827957,0.98220640569395,1799.240077495575,33.71200942993164,60.41578750883807
