model_name,accuracy,precision,recall,f1,train_time,inference_time,latency_ms
LSTM,0.9551971326164874,0.9409722222222222,0.9713261648745519,0.9559082892416225,401.1788113117218,1.4029181003570557,2.5141901440090604
